Posição;Categoria;Modelo de Negócio;Tema;Questão;Alternativas;Nota;Gabarito
Diretor;Rituais & Governança;Multi-frentes ;Pessoas & Sucessão ;"O VP pediu plano B para férias/licenças em cadeiras críticas; duas saídas previstas em sequência. Como diretor de RH, qual considera a melhor sugestão?";Concluir avaliação e calibragem até 28/02/2026 alinhando expectativas e comunicando planos na reunião geral do trimestre corrente.;2;"Desempenho ≠ sucessão; não reduz risco de ausência."
Diretor;Rituais & Governança;Multi-frentes ;Pessoas & Sucessão ;"O VP pediu plano B para férias/licenças em cadeiras críticas; duas saídas previstas em sequência. Como diretor de RH, qual considera a melhor sugestão?";Pesquisa de clima até 31/03/2026 identificando fatores críticos e estruturando planos de ação com responsáveis e prazos por diretoria.;0;Clima é importante, porém não cobre cadeiras críticas.
Diretor;Estratégia & Portfólio;E-commerce ;Comercial & Margem ;Percepção do diretor: guerra de preço derrubou margem e defesa de rentabilidade é prioridade do trimestre. Indique a melhor meta neste caso.;Aumentar participação do mix A+ margem de 33%→41% até 30/06/2026 com 3 campanhas e 2 bundles garantindo ticket médio ≥+7% vs jan/2026.;10;"Alavanca de mix + ticket com entregáveis claros; protege margem sem depender de desconto"
Diretor;Estratégia & Portfólio;E-commerce ;Comercial & Margem ;Percepção do diretor: guerra de preço derrubou margem e defesa de rentabilidade é prioridade do trimestre. Indique a melhor meta neste caso.;Reforçar cupons escalonados até 31/01/2026 ajustando descontos por categoria e revendo elasticidade de preço em cadência quinzenal com regionais.;6;Volume pode subir, mas corroí margem
Diretor;Estratégia & Portfólio;E-commerce ;Comercial & Margem ;Percepção do diretor: guerra de preço derrubou margem e defesa de rentabilidade é prioridade do trimestre. Indique a melhor meta neste caso.;Revisar tabelas até 31/01/2026 aplicando elasticidades por canal com apresentação dos resultados consolidados na diretoria mensal subsequente.;2;Preço sem proposta de mix mantém pressão na rentabilidade.
Diretor;Estratégia & Portfólio;E-commerce ;Comercial & Margem ;Percepção do diretor: guerra de preço derrubou margem e defesa de rentabilidade é prioridade do trimestre. Indique a melhor meta neste caso.;Acompanhar pipeline quinzenal por categoria até 30/06/2026 reforçando metas por vendedor e reportando comparativos de desempenho periódicos.;0;Gestão de funil não assegura rentabilidade.
Diretor;Dados & Orçamento;Multi-frentes ;CS & Receita Recorrente ;"O Presidente pede crescimento com retenção; churn logo-a-logo subiu e expansão estagnou. O que sugere?";Reduzir churn logo-a-logo de 3,8%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026 com QBR obrigatório nos top 50.;10;Exato! Guardiã (churn↓) + alavanca (NRR↑) com mecanismo (QBR top-50). Une defesa e crescimento em uma régua executável.
Diretor;Dados & Orçamento;Multi-frentes ;CS & Receita Recorrente ;"O Presidente pede crescimento com retenção; churn logo-a-logo subiu e expansão estagnou. O que sugere?";Realizar QBR nos principais clientes até 30/06/2026 enviando relatórios de oportunidades priorizando contas com risco e propensão de expansão.;6;Bom ritual, mas sem metas duras de churn/NRR.
Diretor;Dados & Orçamento;Multi-frentes ;CS & Receita Recorrente ;"O Presidente pede crescimento com retenção; churn logo-a-logo subiu e expansão estagnou. O que sugere?";Conduzir NPS trimestral até 30/06/2026 buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.;2;"Satisfação é antecedente; sem meta de retenção/expansão o impacto fica indireto."
Diretor;Dados & Orçamento;Multi-frentes ;CS & Receita Recorrente ;"O Presidente pede crescimento com retenção; churn logo-a-logo subiu e expansão estagnou. O que sugere?";Aumentar bundles de cross-sell até 30/06/2026 alinhando metas com Comercial com resultados apresentados na diretoria mensal dedicada.;0;Expansão sem frear perda pode inflar o balde furado.
Gerente;Estratégia & Portfólio;Manufatura ;S&OP & Acurácia;"O VP cobrou menos oscilação no curto prazo; seu time falhou 2 ciclos no forecast M+1 por falta de travas no início do mês. Qual KR você assume?";Elevar acurácia M+1 de 64%→76% até 30/06/2026, travando S&OP na W1 e replanejando variações >8% até D+2.;10;Une resultado (acurácia ↑) a janelas de decisão (W1 / D+2), criando um laço de antecipação e correção no próprio ciclo.
Gerente;Estratégia & Portfólio;Manufatura ;S&OP & Acurácia;"O VP cobrou menos oscilação no curto prazo; seu time falhou 2 ciclos no forecast M+1 por falta de travas no início do mês. Qual KR você assume?";Rever pauta de S&OP até 31/01/2026, ampliando representantes e consolidando ata executiva ao final de cada fechamento mensal vigente.;6;Fortalece o rito, porém não assegura precisão nem reação automática a desvios.
Gerente;Estratégia & Portfólio;Manufatura ;S&OP & Acurácia;"O VP cobrou menos oscilação no curto prazo; seu time falhou 2 ciclos no forecast M+1 por falta de travas no início do mês. Qual KR você assume?";Padronizar hipóteses comerciais e industriais até 31/01/2026, publicando balanço de premissas e divergências ao concluir cada ciclo mensal.;2;Padroniza premissas, mas sem meta e cutoff pode estabilizar o erro.
Gerente;Estratégia & Portfólio;Manufatura ;S&OP & Acurácia;"O VP cobrou menos oscilação no curto prazo; seu time falhou 2 ciclos no forecast M+1 por falta de travas no início do mês. Qual KR você assume?";Disponibilizar cockpit mensal até 31/01/2026, exibindo demanda e capacidade por linha e discutindo desvios com gerências e coordenações.;0;"Visualização ajuda; sem KR de acurácia e prazos, mantém previsibilidade frágil."
Gerente;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";"Contratar transportadora backup com SLA≥95% e lead time≤72h até 20/02/2026; acionar plano se OTIF semanal <97% por 2 leituras.";10;Define nível de serviço e gatilho claro (OTIF<97%), garantindo continuidade no pico
Gerente;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";Reestruturar janelas de doca até 28/02/2026, ajustando a programação semanal com PCP e recebimento e consolidando relatórios de fila média por turno.;6;Arranjo interno útil, mas sem SLA e gatilho formal o risco persiste.
Gerente;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";Renegociar prazos com parceiros até 31/01/2026, reequilibrando rotas regionais e formalizando cartas de serviço com indicadores por corredor logístico.;2;"Carta de serviço ajuda; falta condicional objetiva para disparar contingência."
Gerente;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";Publicar monitor logístico quinzenal até 30/06/2026, registrando variações de lead time e tempos de descarga para acompanhamento executivo recorrente.;0;Monitoramento não substitui proteção de serviço.
Gerente;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Reduzir refugo por variação de 2,6%→1,6% até 30/06/2026, com AQL 100% na recepção de curva A implantado até 31/01/2026.;10;"Ataca métrica-fim (refugo) e adiciona prova de controle (AQL 100%); reduz custo e reclamação de campo."
Gerente;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Reforçar inspeções de chegada até 31/01/2026, padronizando amostras e critérios com relatórios quinzenais por família de material e fornecedor.;6;Ação de meio, sem objetivo de queda do refugo.
Gerente;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Executar treinamentos de inspeção em todos os turnos até 28/02/2026, aplicando avaliações e reciclagens com auditoria mensal de aderência.;2;Desenvolvimento importante, porém sem outcome definido.
Gerente;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Auditar fornecedores críticos até 31/03/2026, emitindo planos de ação e acompanhando correções com análises de tendência mensais para diretoria.;0;"Auditoria gera plano; sem meta o ganho é incerto."
Gerente;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Reduzir backlog de picking >6h para ≤2h até 31/05/2026 e manter OTIF de despacho ≥96% no 2º tri/2026, com revisão semanal e D+7 para desvios.;10;Define SLA operacional e cadência de reação, transformando pico em processo controlado.
Gerente;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Contratar +20% temporários até 31/01/2026, redistribuindo escalas e publicando indicadores quinzenais de produtividade por célula e período.;6;Mais gente sem meta de SLA pode só elevar custo.
Gerente;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal com apresentação mensal de consolidados operacionais para diretoria.;2;Promessa sem resultado de execução mantém risco ao cliente.
Gerente;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Implantar melhorias no WMS até 30/06/2026, integrando ondas de separação e relatórios de performance por faixa horária no semestre.;0;Ferramenta sem KR pode não capturar valor a tempo.
Gerente;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Reduzir R$/req em 15% até 30/06/2026 e manter gasto mensal ≤ orçamento +3%, cortando workloads <P90 de eficiência.;10;"Meta econômica direta + limite mensal + gatilho técnico; disciplina no ciclo do mês"
Gerente;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Ampliar reservas de instância até 31/03/2026, priorizando ambientes críticos com revisão de arquitetura em sprints quinzenais da plataforma.;6;"Técnica válida sem alvo financeiro; risco de “otimizar” sem resultado."
Gerente;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Publicar relatório FinOps até 31/01/2026, mapeando consumo por time e serviço e recomendando trilhas de automação para otimização progressiva.;2;"Transparência ajuda; controle vem de meta e gatilho."
Gerente;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e registrando encaminhamentos com prazos e responsáveis por frente técnica.;0;Governança sem métrica de saída não segura orçamento.
Gerente;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.;10;"Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada"
Gerente;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.;6;Frequência sem meta pode virar custo operacional.
Gerente;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.;2;Informação sem compromisso de correção.
Gerente;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.;0;"Base de dados é meio; falta KR de acurácia."
Gerente;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.;10;"Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência."
Gerente;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Implantar MFA em 100% dos admins até 31/03/2026, auditando adesão e reportando conformidade em comitês mensais de segurança e risco.;6;Prevenção sem garantia de restabelecimento rápido.
Gerente;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Consolidar runbooks até 31/01/2026, documentando fluxos de restauração e contatos, com revisão e simulado mensal estruturado.;2;Procedimento ajuda, porém sem meta de tempo o cliente segue exposto.
Gerente;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Ativar canal de status até 31/01/2026, com avisos públicos e histórico por evento e relatórios executivos por incidente do período corrente.;0;Transparência não substitui restauração.
Gerente;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Ter 1 substituto apto por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.;10;"Entrega prontidão (rodízios) e aceitação (NPS); continuidade sem aumento permanente de custo."
Gerente;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Mapear talentos por célula até 31/03/2026, publicando trilhas de desenvolvimento e consolidando potenciais com metas por nível.;6;Pipeline sem cobertura efetiva para datas críticas.
Gerente;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Concluir avaliação e calibragem até 28/02/2026, alinhando expectativas e comunicando planos na reunião geral de pessoas do trimestre vigente.;2;"Performance ≠ sucessão; risco operacional continua."
Gerente;Dados & Orçamento;Manufatura ;Equipe & Sucessão ;"O CEO alertou férias sequenciais em duas posições-chave do turno noturno; você precisa cobrir sem inflar headcount. Qual melhor forma de garantir a reposição?";Executar pesquisa de clima até 31/03/2026 identificando fatores críticos e estabelecendo planos de ação por diretoria com prazos específicos.;0;Clima é relevante, mas não resolve cobertura.
Gerente;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Elevar participação do mix A+ margem de 34%→41% até 30/06/2026 com 3 campanhas e 2 bundles, garantindo ticket médio ≥+6% vs jan/2026.;10;"Alavanca de rentabilidade via mix e ticket com entregáveis práticos; defende margem sem vício de desconto."
Gerente;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Reforçar cupons escalonados até 31/01/2026, ajustando descontos por categoria e monitorando elasticidade em cadência quinzenal com regionais.;6;Pode sustentar volume, mas erosiona margem.
Gerente;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Revisar tabelas de preço até 31/01/2026 aplicando elasticidades por canal com apresentação mensal consolidada na diretoria de vendas integrada;2;Foco em preço sem arquitetura de mix mantém pressão.
Gerente;Estratégia & Portfólio;E-commerce ;Comercial & Mix;Você tem a seguinte percepção: concorrentes forçam preço e margem caiu no mix de alto volume. Baseado nisso, qual melhor meta de comprometimento?;Acompanhar pipeline quinzenal por categoria até 30/06/2026, reforçando metas por vendedor e reportando desempenho comparativo por período.;0;Funil é gestão, não melhora margem por si.
Gerente;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Reduzir churn logo-a-logo de 3,6%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026, com QBR obrigatório nos top 40.;10;"Perfeito! Junta guardião (churn↓) e alavanca (NRR↑) com mecanismo (QBR top-40); protege base e acelera expansão qualificada."
Gerente;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Realizar QBR nos principais clientes até 30/06/2026, enviando relatórios de oportunidade e priorizando contas com risco e propensão de expansão.;6;"Ritual útil; sem metas numéricas o efeito é desigual."
Gerente;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Conduzir NPS trimestral até 30/06/2026, buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.;2;"Satisfação é antecedente; sem retenção/expansão como alvo, impacto é indireto."
Gerente;Rituais & Governança;Manufatura ;CS & Retenção ;"O Presidente quer crescer com retenção; churn logo-a-logo subiu e upsell parou. Qual melhor estratégia para atingir o objetivo?";Aumentar bundles de cross-sell até 30/06/2026, alinhando metas com Comercial e apresentando resultados mensais dedicados em comitês executivos.;0;Crescer sem conter perda aumenta esforço para manter receita líquida.
Coordenador;Estratégia & Portfólio;Manufatura ;Planejamento & Acurácia ;O VP cobrou previsibilidade no forecasting, seu time falhou no M+1 por dois ciclos. Falta travar o plano cedo. Qual melhor sugestão de meta?;Aumentar acurácia M+1 de 63%→75% até 30/06/2026 travando plano na W1 e replanejando desvios >8% em D+2.;10;"Boa! Une resultado (acurácia) com janelas (W1/D+2) e gatilho (>8%); coordena o que o time faz no ciclo, não só o que reporta."
Coordenador;Estratégia & Portfólio;Manufatura ;Planejamento & Acurácia ;O VP cobrou previsibilidade no forecasting, seu time falhou no M+1 por dois ciclos. Falta travar o plano cedo. Qual melhor sugestão de meta?;Revisar pautas do S&OP até 31/01/2026 incluindo inputs extras das áreas e atas detalhadas a cada encerramento mensal com métricas descritivas.;6;Melhora rito e documentação, porém sem meta e sem reação automática a desvio.
Coordenador;Estratégia & Portfólio;Manufatura ;Planejamento & Acurácia ;O VP cobrou previsibilidade no forecasting, seu time falhou no M+1 por dois ciclos. Falta travar o plano cedo. Qual melhor sugestão de meta?;Alinhar premissas comercial/industrial até 31/01/2026 com balanço de hipóteses e relatórios comparativos de demanda em todos os fechamentos;2;Padroniza premissas, mas sem alvo de precisão e sem cutoff a variância persiste.
Coordenador;Estratégia & Portfólio;Manufatura ;Planejamento & Acurácia ;O VP cobrou previsibilidade no forecasting, seu time falhou no M+1 por dois ciclos. Falta travar o plano cedo. Qual melhor sugestão de meta?;Criar painel mensal até 31/01/2026 exibindo demanda, capacidade e gargalos com reuniões ampliadas de acompanhamento por turno e célula.;0;"Visualização e reunião ajudam; sem KR de acurácia e prazo de reação não reduz erro."
Coordenador;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";"Contratar transportadora backup com SLA≥95% e lead time≤72h até 20/02/2026; acionar plano se OTIF semanal <97% por 2 leituras.";10;Define nível de serviço e gatilho claro (OTIF<97%), garantindo continuidade no pico
Coordenador;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";Reestruturar janelas de doca até 28/02/2026, ajustando a programação semanal com PCP e recebimento e consolidando relatórios de fila média por turno.;6;Arranjo interno útil, mas sem SLA e gatilho formal o risco persiste.
Coordenador;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";Renegociar prazos com parceiros até 31/01/2026, reequilibrando rotas regionais e formalizando cartas de serviço com indicadores por corredor logístico.;2;"Carta de serviço ajuda; falta condicional objetiva para disparar contingência."
Coordenador;Cadência de Execução;Multi-frentes ;Logística & OTIF;"Você tem a seguinte percepção: atrasos em duas transportadoras reduziram OTIF na última quinzena; risco de repetir no próximo pico. Qual meta sugere para garantir bons resultados?";Publicar monitor logístico quinzenal até 30/06/2026, registrando variações de lead time e tempos de descarga para acompanhamento executivo recorrente.;0;Monitoramento não substitui proteção de serviço.
Coordenador;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Reduzir refugo por variação de 2,6%→1,6% até 30/06/2026, com AQL 100% na recepção de curva A implantado até 31/01/2026.;10;"Ataca métrica-fim (refugo) e adiciona prova de controle (AQL 100%); reduz custo e reclamação de campo."
Coordenador;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Reforçar inspeções de chegada até 31/01/2026, padronizando amostras e critérios com relatórios quinzenais por família de material e fornecedor.;6;Ação de meio, sem objetivo de queda do refugo.
Coordenador;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Executar treinamentos de inspeção em todos os turnos até 28/02/2026, aplicando avaliações e reciclagens com auditoria mensal de aderência.;2;Desenvolvimento importante, porém sem outcome definido.
Coordenador;Cadência de Execução;Multi-frentes ;Qualidade & Campo ;"O Presidente notou aumento de reclamações de campo por variação de lote; sua linha teve refugos acima da média. Você sugere então:";Auditar fornecedores críticos até 31/03/2026, emitindo planos de ação e acompanhando correções com análises de tendência mensais para diretoria.;0;"Auditoria gera plano; sem meta o ganho é incerto."
Coordenador;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Reduzir backlog de picking >6h para ≤2h até 31/05/2026 e manter OTIF de despacho ≥96% no 2º tri/2026, com revisão semanal e D+7 para desvios.;10;Define SLA operacional e cadência de reação, transformando pico em processo controlado.
Coordenador;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Contratar +20% temporários até 31/01/2026, redistribuindo escalas e publicando indicadores quinzenais de produtividade por célula e período.;6;Mais gente sem meta de SLA pode só elevar custo.
Coordenador;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal com apresentação mensal de consolidados operacionais para diretoria.;2;Promessa sem resultado de execução mantém risco ao cliente.
Coordenador;Cadência de Execução;E-commerce ;E-commerce & Backlog ;"O CEO quer estabilidade em datas de pico; seu CD teve backlog de picking >10h em dois eventos recentes. Qual melhor resultado chave para oferecer esta estabildiade?";Implantar melhorias no WMS até 30/06/2026, integrando ondas de separação e relatórios de performance por faixa horária no semestre.;0;Ferramenta sem KR pode não capturar valor a tempo.
Coordenador;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Reduzir R$/req em 15% até 30/06/2026 e manter gasto mensal ≤ orçamento +3%, cortando workloads <P90 de eficiência.;10;"Meta econômica direta + limite mensal + gatilho técnico; disciplina no ciclo do mês"
Coordenador;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Ampliar reservas de instância até 31/03/2026, priorizando ambientes críticos com revisão de arquitetura em sprints quinzenais da plataforma.;6;"Técnica válida sem alvo financeiro; risco de “otimizar” sem resultado."
Coordenador;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Publicar relatório FinOps até 31/01/2026, mapeando consumo por time e serviço e recomendando trilhas de automação para otimização progressiva.;2;"Transparência ajuda; controle vem de meta e gatilho."
Coordenador;Dados & Orçamento;E-commerce ;FinOps & Disciplina Mensal ;"O CFO reportou estouro de cloud; seu squad consome acima do previsto há 3 meses. Qual melhor KR para garantir um comprometimento neste caso?";Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e registrando encaminhamentos com prazos e responsáveis por frente técnica.;0;Governança sem métrica de saída não segura orçamento.
Coordenador;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.;10;"Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada"
Coordenador;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.;6;Frequência sem meta pode virar custo operacional.
Coordenador;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.;2;Informação sem compromisso de correção.
Coordenador;Cadência de Execução;Multi-frentes ;MRP & Aderência ;Você tem a seguinte percepção: divergências físico×sistema geraram compras extras e risco de ruptura em A-itens. Para se resguar, qual melhor KR?;Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.;0;"Base de dados é meio; falta KR de acurácia."
Coordenador;Rituais & Governança;E-commerce ;Segurança & MTTR;O VP exigiu redução de indisponibilidade após dois P1 com queda de faturamento no site. Afim de garantir uma segurança, qual melhor meta a se comprometer?;Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.;10;"Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência."
